
'utc': '2020-05-18 02:43:31.942093', 'gpstime': '122506.00', 'lat': '5351.96158', 'lon': '00107.56145', 'fix': '1', 'nsat': '07', 'HDOP': '1.44', 'alt': '53.1', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 25.558098725871673, 'Humidity': 37.473105973907074, 'Sampling Period': 10.16870403289795, 'PM1': 5.308888912200928, 'PM2.5': 10.320170402526855, 'PM10': 52.71492385864258
'utc': '2020-05-18 03:47:34.240118', 'gpstime': '132907.00', 'lat': '5354.17899', 'lon': '00106.12171', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-2.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.261615930418856, 'Humidity': 42.42313267719539, 'Sampling Period': 10.173226356506348, 'PM1': 2.4247052669525146, 'PM2.5': 6.044858932495117, 'PM10': 12.244447708129883
'utc': '2020-05-18 03:47:44.393159', 'gpstime': '132917.00', 'lat': '5354.17750', 'lon': '00106.10281', 'fix': '1', 'nsat': '10', 'HDOP': '0.91', 'alt': '-6.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.261615930418856, 'Humidity': 42.493324177920194, 'Sampling Period': 10.166208267211914, 'PM1': 1.0854337215423584, 'PM2.5': 4.677735805511475, 'PM10': 59.06574249267578
'utc': '2020-05-18 03:47:54.561486', 'gpstime': '132928.00', 'lat': '5354.17547', 'lon': '00106.06693', 'fix': '1', 'nsat': '10', 'HDOP': '0.91', 'alt': '-5.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.234912642099644, 'Humidity': 42.76646066987106, 'Sampling Period': 10.170111656188965, 'PM1': 2.526921272277832, 'PM2.5': 10.24221420288086, 'PM10': 127.18450927734375
'utc': '2020-05-18 03:48:04.745349', 'gpstime': '132938.00', 'lat': '5354.16840', 'lon': '00106.03637', 'fix': '1', 'nsat': '09', 'HDOP': '0.95', 'alt': '-5.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.277637903410394, 'Humidity': 43.13420309758145, 'Sampling Period': 10.166762351989746, 'PM1': 2.418961524963379, 'PM2.5': 12.516326904296875, 'PM10': 271.7610168457031
'utc': '2020-05-18 03:48:14.913515', 'gpstime': '132948.00', 'lat': '5354.16594', 'lon': '00106.00546', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-2.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.320363164721144, 'Humidity': 42.986190585183486, 'Sampling Period': 10.173931121826172, 'PM1': 2.623736619949341, 'PM2.5': 11.940164566040039, 'PM10': 120.96875
'utc': '2020-05-18 03:48:37.206494', 'gpstime': '133010.00', 'lat': '5354.16251', 'lon': '00105.93958', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '1.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.419165331502256, 'Humidity': 43.024338139925234, 'Sampling Period': 22.355989456176758, 'PM1': 0.0026978233363479376, 'PM2.5': 0.0028737683314830065, 'PM10': 0.0028737683314830065
'utc': '2020-05-18 03:48:47.358121', 'gpstime': '133020.00', 'lat': '5354.15964', 'lon': '00105.90207', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '1.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.517967498283355, 'Humidity': 43.21965362020295, 'Sampling Period': 10.171156883239746, 'PM1': 2.4711222648620605, 'PM2.5': 8.490537643432617, 'PM10': 21.61052894592285
'utc': '2020-05-18 03:48:57.551170', 'gpstime': '133031.00', 'lat': '5354.15896', 'lon': '00105.86754', 'fix': '1', 'nsat': '08', 'HDOP': '1.55', 'alt': '0.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.574044403753717, 'Humidity': 43.37987335011826, 'Sampling Period': 10.172351837158203, 'PM1': 2.0620384216308594, 'PM2.5': 7.087127208709717, 'PM10': 27.627546310424805
'utc': '2020-05-18 03:49:07.724741', 'gpstime': '133041.00', 'lat': '5354.15875', 'lon': '00105.83566', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-12.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.616769665064467, 'Humidity': 42.616922255283434, 'Sampling Period': 10.168021202087402, 'PM1': 2.248107433319092, 'PM2.5': 8.034566879272461, 'PM10': 64.52494812011719
'utc': '2020-05-18 03:49:17.893496', 'gpstime': '133051.00', 'lat': '5354.15890', 'lon': '00105.80652', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-25.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.643472953383693, 'Humidity': 42.6489662012665, 'Sampling Period': 10.173760414123535, 'PM1': 1.652255892753601, 'PM2.5': 6.059581279754639, 'PM10': 22.66480827331543
'utc': '2020-05-18 03:49:28.065462', 'gpstime': '133101.00', 'lat': '5354.16259', 'lon': '00105.77398', 'fix': '1', 'nsat': '10', 'HDOP': '0.91', 'alt': '-38.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.67284657053483, 'Humidity': 42.80766002899214, 'Sampling Period': 10.166420936584473, 'PM1': 1.7709017992019653, 'PM2.5': 6.400580883026123, 'PM10': 22.971981048583984
'utc': '2020-05-18 03:49:50.569349', 'gpstime': '133124.00', 'lat': '5354.18002', 'lon': '00105.68782', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-49.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.67284657053483, 'Humidity': 43.527885862516214, 'Sampling Period': 22.567659378051758, 'PM1': 0.005470245145261288, 'PM2.5': 0.05842434614896774, 'PM10': 0.08841786533594131
'utc': '2020-05-18 03:50:00.748607', 'gpstime': '133134.00', 'lat': '5354.18596', 'lon': '00105.65875', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-50.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.475242236972605, 'Humidity': 43.79797055008774, 'Sampling Period': 10.175978660583496, 'PM1': 6.220405578613281, 'PM2.5': 11.88747787475586, 'PM10': 26.810317993164062
'utc': '2020-05-18 03:50:10.921644', 'gpstime': '133144.00', 'lat': '5354.18677', 'lon': '00105.61939', 'fix': '1', 'nsat': '09', 'HDOP': '0.91', 'alt': '-51.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.403143358510718, 'Humidity': 44.54261081864652, 'Sampling Period': 10.169898986816406, 'PM1': 2.3708956241607666, 'PM2.5': 7.411725044250488, 'PM10': 25.24498748779297
'utc': '2020-05-18 03:50:21.098997', 'gpstime': '133154.00', 'lat': '5354.19312', 'lon': '00105.58688', 'fix': '1', 'nsat': '08', 'HDOP': '1.66', 'alt': '-51.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.333714808880757, 'Humidity': 43.76897840848402, 'Sampling Period': 10.165844917297363, 'PM1': 2.3938281536102295, 'PM2.5': 6.099732875823975, 'PM10': 10.306465148925781
'utc': '2020-05-18 03:50:31.254555', 'gpstime': '133204.00', 'lat': '5354.21077', 'lon': '00105.56142', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-38.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.261615930418856, 'Humidity': 44.4983596551461, 'Sampling Period': 10.163135528564453, 'PM1': 0.2512363791465759, 'PM2.5': 0.6064431071281433, 'PM10': 0.703959047794342
'utc': '2020-05-18 03:50:41.402072', 'gpstime': '133214.00', 'lat': '5354.22375', 'lon': '00105.53124', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '-20.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.248264286259257, 'Humidity': 45.693141069657436, 'Sampling Period': 10.168383598327637, 'PM1': 2.8065502643585205, 'PM2.5': 6.107576847076416, 'PM10': 14.559799194335938
'utc': '2020-05-18 03:51:03.689701', 'gpstime': '133237.00', 'lat': '5354.25755', 'lon': '00105.47710', 'fix': '1', 'nsat': '09', 'HDOP': '0.89', 'alt': '-0.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.205539024948507, 'Humidity': 44.7348744945449, 'Sampling Period': 22.360084533691406, 'PM1': 0.00886434968560934, 'PM2.5': 0.0684213861823082, 'PM10': 0.10205399990081787
'utc': '2020-05-18 03:51:13.887906', 'gpstime': '133247.00', 'lat': '5354.27523', 'lon': '00105.45861', 'fix': '1', 'nsat': '09', 'HDOP': '0.89', 'alt': '0.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.047989623865107, 'Humidity': 44.90424963759823, 'Sampling Period': 10.164970397949219, 'PM1': 4.026321887969971, 'PM2.5': 9.905317306518555, 'PM10': 33.99028015136719
'utc': '2020-05-18 03:51:24.058728', 'gpstime': '133257.00', 'lat': '5354.29267', 'lon': '00105.44428', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '0.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.034637979705508, 'Humidity': 44.954604409857325, 'Sampling Period': 10.167381286621094, 'PM1': 4.521233081817627, 'PM2.5': 10.57814884185791, 'PM10': 16.809125900268555
'utc': '2020-05-18 03:51:34.220987', 'gpstime': '133307.00', 'lat': '5354.30341', 'lon': '00105.44214', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '1.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.064011596856645, 'Humidity': 45.238422217135884, 'Sampling Period': 10.169962882995605, 'PM1': 8.659069061279297, 'PM2.5': 19.329479217529297, 'PM10': 104.71114349365234
'utc': '2020-05-18 03:51:44.370812', 'gpstime': '133317.00', 'lat': '5354.30123', 'lon': '00105.43594', 'fix': '1', 'nsat': '09', 'HDOP': '0.91', 'alt': '3.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.09338521400778, 'Humidity': 45.67330434119173, 'Sampling Period': 10.16981315612793, 'PM1': 2.2837162017822266, 'PM2.5': 7.8377790451049805, 'PM10': 88.33380126953125
'utc': '2020-05-18 03:51:54.542940', 'gpstime': '133328.00', 'lat': '5354.30628', 'lon': '00105.43654', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '9.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.09338521400778, 'Humidity': 44.97444113832303, 'Sampling Period': 10.169514656066895, 'PM1': 9.773632049560547, 'PM2.5': 15.838390350341797, 'PM10': 17.621261596679688
'utc': '2020-05-18 03:52:17.255180', 'gpstime': '133350.00', 'lat': '5354.33400', 'lon': '00105.43382', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '13.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.106736858167395, 'Humidity': 44.41596093690394, 'Sampling Period': 22.76548194885254, 'PM1': 0.6003032922744751, 'PM2.5': 0.8997477889060974, 'PM10': 0.9459827542304993
'utc': '2020-05-18 03:52:27.402232', 'gpstime': '133400.00', 'lat': '5354.35836', 'lon': '00105.43331', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '16.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 22.978561074235145, 'Humidity': 43.82848859388113, 'Sampling Period': 10.172224044799805, 'PM1': 3.8233537673950195, 'PM2.5': 8.39026927947998, 'PM10': 14.170389175415039
'utc': '2020-05-18 03:52:37.579794', 'gpstime': '133411.00', 'lat': '5354.37680', 'lon': '00105.43420', 'fix': '1', 'nsat': '09', 'HDOP': '1.56', 'alt': '16.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 22.922484168764782, 'Humidity': 44.661631189440754, 'Sampling Period': 10.173397064208984, 'PM1': 21.32179832458496, 'PM2.5': 35.554649353027344, 'PM10': 57.52382278442383
'utc': '2020-05-18 03:52:47.765367', 'gpstime': '133421.00', 'lat': '5354.37908', 'lon': '00105.43430', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '20.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 22.893110551613645, 'Humidity': 44.72266727702754, 'Sampling Period': 10.172650337219238, 'PM1': 3.27193284034729, 'PM2.5': 4.854546070098877, 'PM10': 22.27143096923828
'utc': '2020-05-18 03:52:57.941598', 'gpstime': '133431.00', 'lat': '5354.37745', 'lon': '00105.43691', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '18.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 22.935835812924395, 'Humidity': 45.325398641947054, 'Sampling Period': 10.172224044799805, 'PM1': 19.416101455688477, 'PM2.5': 27.33181381225586, 'PM10': 33.095542907714844
'utc': '2020-05-18 03:53:08.117102', 'gpstime': '133441.00', 'lat': '5354.37886', 'lon': '00105.43585', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '19.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.021286335545895, 'Humidity': 45.09346150911727, 'Sampling Period': 10.166741371154785, 'PM1': 24.444576263427734, 'PM2.5': 31.642087936401367, 'PM10': 41.723392486572266
'utc': '2020-05-18 03:53:30.400545', 'gpstime': '133503.00', 'lat': '5354.37720', 'lon': '00105.43682', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '15.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.12275883115892, 'Humidity': 45.156023498893724, 'Sampling Period': 22.37401580810547, 'PM1': 0.09852419048547745, 'PM2.5': 0.10796734690666199, 'PM10': 0.10805553197860718
'utc': '2020-05-18 03:53:40.597267', 'gpstime': '133514.00', 'lat': '5354.37608', 'lon': '00105.43727', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '10.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.261615930418856, 'Humidity': 44.69062333104448, 'Sampling Period': 10.175701141357422, 'PM1': 11.108335494995117, 'PM2.5': 13.980196952819824, 'PM10': 16.590885162353516
'utc': '2020-05-18 03:53:50.761626', 'gpstime': '133524.00', 'lat': '5354.37807', 'lon': '00105.44425', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '10.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.347066453040355, 'Humidity': 44.14129854276341, 'Sampling Period': 10.170495986938477, 'PM1': 5.736260414123535, 'PM2.5': 10.441633224487305, 'PM10': 18.470182418823242
'utc': '2020-05-18 03:54:00.936426', 'gpstime': '133534.00', 'lat': '5354.39529', 'lon': '00105.45796', 'fix': '1', 'nsat': '10', 'HDOP': '0.87', 'alt': '11.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 23.419165331502256, 'Humidity': 44.159609369039444, 'Sampling Period': 10.174847602844238, 'PM1': 3.747483730316162, 'PM2.5': 8.65977954864502, 'PM10': 16.256654739379883
